"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",43,3,"masters","married","self_employed",45991,"blue",32,4,3,3,2701,0.925,0.637,2678,37,0.609
"active",34,4,"associates","married","full_time",55263,"silver",28,6,1,0,2432,0.35,0.873,4760,69,0.917
"closed_account",47,1,"doctorate","married","part_time",45187,"blue",36,2,3,2,1430,0,0.838,2584,42,0.448
"active",44,3,"associates","single","self_employed",123379,"silver",37,3,1,5,3650,0.688,0.739,4599,75,0.471
"active",29,0,"masters","single","self_employed",32957,"blue",36,5,2,3,5076,0.241,0.83,2675,57,0.629
"closed_account",62,1,"associates","married","part_time",52868,"blue",56,3,5,1,3807,0.661,0.506,1739,36,0.5
"closed_account",48,4,"masters","single","self_employed",52657,"gold",43,3,2,4,1538,0,0.684,2275,43,0.483
"closed_account",31,1,"masters","divorced","part_time",79226,"blue",22,2,2,3,1623,0,0.501,2126,45,0.364
"closed_account",41,2,"masters","married","full_time",47105,"blue",32,3,2,2,9576,0,0.817,2362,49,0.4
"active",45,3,"associates","married","full_time",65789,"silver",27,6,2,3,21317,0,0.833,3814,67,1.03
"active",48,4,"doctorate","divorced","self_employed",33940,"silver",38,2,1,2,10610,0,0.664,15050,108,0.742
"closed_account",49,3,"masters","single","part_time",32775,"blue",38,1,2,4,11025,0,0.501,1902,28,0.273
"active",50,1,"masters","single","full_time",35403,"blue",39,4,2,2,1430,0.592,0.983,4379,64,0.829
"closed_account",56,1,"masters","married","full_time",34559,"silver",36,6,2,2,2802,0.805,0.615,2371,46,0.353
"closed_account",58,2,"associates","single","full_time",95058,"blue",46,1,3,1,10286,0,0.908,8199,59,0.903
"closed_account",49,3,"associates","married","self_employed",34817,"silver",36,4,2,4,1522,0,0.482,2241,36,0.8
"closed_account",52,2,"associates","single","full_time",95678,"blue",43,4,3,3,11617,0.217,0.457,1643,43,0.483
"closed_account",44,3,"masters","single","full_time",37320,"silver",36,3,1,1,5644,0.446,0.86,2440,44,0.76
"active",52,1,"masters","single","full_time",137466,"blue",44,6,1,2,34516,0,1.03,2848,56,0.75
"closed_account",56,1,"masters","married","full_time",34559,"silver",36,6,2,2,2802,0.805,0.615,2371,46,0.353
"closed_account",50,3,"bachelors","married","part_time",106548,"silver",37,1,3,2,27186,0,0.504,1704,34,0.478
"active",43,2,"associates","divorced","full_time",37271,"blue",31,5,3,1,4332,0.303,0.671,4093,84,0.826
"active",61,0,"associates","single","self_employed",70727,"silver",51,4,2,2,5504,0.257,0.722,1290,38,0.462
"active",42,1,"masters","married","full_time",36959,"gold",29,2,3,3,3422,0,0.506,4486,74,0.682
"active",45,4,"associates","married","self_employed",33970,"blue",37,3,3,1,3196,0.569,0.731,13300,104,0.677
"closed_account",52,1,"masters","married","part_time",35800,"blue",42,1,5,3,1471,0,0.624,2253,48,0.455
"active",37,2,"masters","single","full_time",35820,"blue",28,1,3,1,3525,0.431,0.685,13625,110,1
"active",50,2,"bachelors","married","full_time",76574,"blue",37,4,1,2,4743,0.356,0.957,3739,55,0.618
"closed_account",52,1,"associates","married","full_time",42089,"silver",36,4,3,3,8455,0.298,0.809,8124,73,1.028
"closed_account",32,1,"associates","single","full_time",55282,"blue",36,6,3,2,4819,0.443,0.834,9330,64,0.882
"active",44,4,"associates","divorced","full_time",35899,"blue",38,6,4,1,7182,0.247,0.583,4294,67,0.718
"active",38,2,"associates","single","self_employed",90715,"blue",32,6,2,3,3192,0.789,0.658,4236,87,0.891
"closed_account",57,2,"associates","single","part_time",36214,"blue",50,5,0,3,2475,0,0.823,2574,43,0.654
"active",47,3,"associates","married","full_time",62849,"silver",35,5,1,2,17343,0.074,1.314,3170,57,0.629
"active",57,3,"associates","married","full_time",34270,"silver",47,5,3,3,2515,0.764,1.181,2231,58,0.611
"active",37,1,"associates","single","full_time",32530,"gold",36,3,2,3,6730,0.162,1.01,4814,89,0.854
"closed_account",47,2,"masters","single","full_time",38284,"blue",37,6,2,1,15109,0.059,0.494,2315,43,0.303
"closed_account",61,1,"associates","married","full_time",56153,"blue",49,1,2,2,5472,0.144,0.526,705,14,0.273
"closed_account",50,4,"masters","single","part_time",33660,"blue",37,1,2,3,3699,0.247,0.866,7297,71,0.69
"active",37,1,"doctorate","single","full_time",97783,"blue",30,6,3,2,19300,0.061,0.764,2660,70,0.795
"closed_account",39,3,"bachelors","married","full_time",86634,"blue",30,2,3,3,4618,0,0.717,2476,49,0.75
"closed_account",41,2,"associates","divorced","full_time",34423,"silver",28,4,2,2,1478,0.355,0.751,2180,46,0.643
"active",45,1,"associates","divorced","full_time",36596,"silver",40,4,3,2,2705,0.493,0.886,4501,67,0.675
"closed_account",38,2,"masters","married","full_time",75983,"blue",26,2,2,3,11252,0.1,0.462,1766,31,0.476
"active",53,3,"masters","single","self_employed",32697,"silver",42,1,1,3,2915,0.7,0.927,4272,70,0.75
"closed_account",54,3,"masters","married","part_time",97677,"blue",36,2,3,1,34516,0.022,0.838,8444,68,0.744
"active",50,3,"associates","married","part_time",30630,"gold",36,2,3,3,5128,0,0.704,7588,98,0.581
"active",39,5,"associates","married","full_time",46223,"blue",36,4,2,3,1430,0,0.677,4596,82,0.745
"active",36,2,"bachelors","married","full_time",48140,"gold",36,4,3,1,3877,0.386,0.783,1942,42,0.75
"closed_account",66,0,"doctorate","married","full_time",70864,"silver",56,5,4,3,7882,0.077,1.052,704,16,0.143
"closed_account",52,1,"associates","divorced","part_time",91203,"blue",42,4,4,2,5763,0,0.615,2310,48,0.714
"closed_account",53,4,"doctorate","married","part_time",34390,"blue",37,6,2,2,3719,0.677,0.666,2587,43,0.536
"closed_account",45,2,"masters","single","part_time",35130,"silver",33,1,3,4,1492,0,0.502,2469,38,0.267
"active",28,0,"masters","married","full_time",50423,"silver",16,5,1,3,3665,0,0.737,1813,31,0.409
"closed_account",49,4,"associates","married","part_time",46853,"blue",36,5,2,3,4167,0,0.581,7590,87,0.776
"active",55,3,"masters","married","full_time",96409,"blue",47,4,2,3,3436,0.587,0.901,1097,33,0.833
"closed_account",37,2,"associates","single","full_time",44053,"blue",24,6,2,4,10226,0,0.614,2243,44,0.571
"closed_account",44,2,"masters","single","part_time",35553,"blue",36,5,2,4,1430,0,0.421,1944,36,0.5
"active",46,3,"associates","married","part_time",35978,"gold",36,5,2,2,4668,0,0.89,1612,47,1.474
"active",49,4,"masters","single","full_time",48416,"blue",36,4,3,2,9595,0.053,0.625,4050,72,0.5
"active",64,0,"masters","married","full_time",34128,"silver",51,6,3,1,4920,0.232,0.507,1420,31,0.348
"closed_account",39,2,"masters","single","part_time",39005,"silver",27,1,3,3,1430,0.564,0.571,2336,46,0.278
"closed_account",46,4,"masters","single","full_time",36780,"blue",37,3,2,2,1836,0,0.323,1799,28,0.167
"closed_account",56,2,"associates","single","part_time",50140,"blue",40,2,6,4,2381,0.273,0.592,1920,46,0.586
"active",54,1,"associates","married","full_time",85272,"blue",43,4,2,4,32558,0.062,0.506,1440,37,0.423
"closed_account",45,5,"associates","married","full_time",62881,"blue",40,3,3,1,1430,0,1.23,2132,31,0.107
"closed_account",50,1,"associates","single","full_time",36582,"silver",42,5,0,4,10057,0,0.792,2383,42,0.448
"active",41,2,"associates","single","full_time",100658,"silver",28,4,3,0,27756,0.064,0.75,994,24,0.846
"active",50,2,"masters","married","part_time",36661,"blue",37,3,2,4,1963,0.691,0.689,1861,51,0.7
"active",48,4,"masters","married","full_time",96753,"silver",36,1,2,3,27984,0.064,0.754,8147,81,0.588
"closed_account",43,4,"bachelors","married","full_time",56994,"blue",32,6,3,3,4373,0,0.623,2397,46,0.484
"active",54,1,"associates","single","part_time",90389,"blue",46,4,1,4,6249,0.403,0.751,3988,68,0.789
"closed_account",47,4,"masters","married","full_time",49412,"blue",42,4,4,4,6451,0,0.706,2400,43,0.433
"active",38,2,"associates","single","full_time",57792,"blue",36,5,1,2,7756,0.215,0.78,1858,51,0.545
"active",42,4,"associates","divorced","full_time",78752,"gold",36,5,1,2,3263,0.513,0.588,1251,35,0.346
"closed_account",49,3,"doctorate","single","part_time",49184,"blue",37,5,2,3,4354,0,0.738,2750,59,0.686
"active",43,5,"masters","married","full_time",36631,"blue",34,5,1,3,3146,0.257,0.711,4149,66,0.784
"closed_account",49,4,"masters","single","self_employed",31302,"blue",31,6,3,3,2672,0,1.038,2576,39,0.5
"active",51,2,"masters","single","full_time",42691,"silver",43,3,1,3,2180,0.856,0.748,4348,77,0.51
"closed_account",49,3,"associates","single","full_time",34441,"blue",36,4,2,3,3855,0.055,0.485,1724,34,0.308
"closed_account",41,3,"masters","married","part_time",89462,"blue",33,3,2,3,7591,0,0.648,2302,42,0.5
"closed_account",51,3,"masters","married","part_time",36194,"silver",46,1,4,3,2016,0.196,0.711,2473,44,0.571
"active",55,2,"associates","single","full_time",38214,"gold",43,6,1,5,5353,0.298,0.973,4456,79,0.837
"active",57,5,"associates","married","full_time",87387,"blue",50,4,2,3,13427,0,0.521,1337,27,0.588
"active",53,3,"bachelors","married","self_employed",97859,"silver",40,4,4,4,6052,0.284,0.683,1476,37,0.423
"closed_account",57,2,"associates","married","self_employed",91805,"blue",36,5,3,3,4316,0,0.363,1920,53,0.472
"closed_account",39,3,"masters","married","self_employed",81936,"blue",26,2,2,3,4376,0.195,0.839,2862,52,0.733
"closed_account",50,2,"bachelors","single","part_time",102347,"gold",44,5,2,4,3495,0,0.639,2131,41,0.464
"active",40,2,"masters","married","full_time",50473,"gold",36,3,1,2,2136,0.585,0.74,7782,88,0.66
"active",55,1,"associates","married","self_employed",68747,"silver",46,6,1,3,5381,0,0.746,1910,38,1
"active",55,4,"associates","single","full_time",66814,"gold",51,4,1,4,2001,0.776,0.482,1910,51,0.7
"closed_account",39,4,"masters","married","part_time",124626,"blue",29,6,3,3,8700,0.2,0.454,2306,50,0.613
"active",39,2,"associates","single","full_time",31067,"blue",36,4,2,3,5245,0.153,0.504,3648,74,0.574
"closed_account",40,4,"associates","married","self_employed",46317,"blue",30,1,3,4,3356,0.75,0.583,2032,39,0.147
"closed_account",43,2,"masters","single","self_employed",95237,"blue",30,3,3,3,34516,0,0.688,2427,51,0.645
"closed_account",42,2,"associates","married","full_time",58211,"gold",30,1,3,3,3032,0,0.429,2273,44,0.517
"active",47,1,"associates","single","self_employed",66646,"gold",36,5,1,0,25657,0.086,0.856,1121,25,0.667
"active",47,3,"masters","married","self_employed",91699,"silver",36,6,2,2,13399,0.187,0.627,1326,31,0.824
"active",46,3,"masters","single","full_time",36926,"blue",39,4,3,2,12222,0.103,1.138,3418,78,0.733
"active",43,2,"bachelors","married","full_time",104932,"silver",24,6,1,4,1669,0,0.698,3591,59,0.788
"active",46,4,"masters","single","self_employed",105864,"gold",40,5,1,4,34516,0,0.938,3568,57,0.676
"closed_account",58,0,"associates","divorced","part_time",37231,"blue",36,3,2,6,9909,0,0.466,1844,41,0.64
"active",26,0,"masters","married","full_time",35820,"silver",20,2,2,2,2516,0.945,1.033,4746,75,0.875
"active",38,1,"associates","married","part_time",119903,"gold",24,4,3,2,13363,0.092,0.688,1815,33,0.435
"active",40,4,"bachelors","married","part_time",34555,"silver",26,3,1,1,2972,0,0.593,3840,69,0.769
"active",60,2,"bachelors","married","self_employed",33887,"silver",41,6,2,2,4167,0,0.917,5039,85,0.809
"closed_account",55,0,"associates","divorced","full_time",97705,"blue",44,4,3,3,19793,0.126,0.594,2186,44,0.467
"closed_account",45,2,"masters","married","part_time",44903,"blue",26,6,2,4,4307,0,0.743,8697,62,0.59
"closed_account",45,5,"associates","married","part_time",95717,"blue",34,2,3,3,3435,0.733,0.332,5567,51,0.545
"active",54,0,"doctorate","single","full_time",32693,"silver",43,4,1,3,3186,0.304,0.696,4077,75,0.63
"closed_account",45,3,"associates","married","part_time",48023,"blue",37,4,2,4,3304,0,0.532,1731,32,0.28
"closed_account",58,2,"associates","single","part_time",145846,"blue",46,2,3,4,16163,0,0.542,2171,48,0.778
"active",49,2,"associates","married","full_time",106228,"silver",36,2,1,3,3090,0,0.769,14198,101,0.804
"active",37,3,"masters","married","full_time",34974,"blue",26,5,3,2,1910,0.609,0.744,2028,39,1.053
"closed_account",46,1,"bachelors","married","full_time",33299,"blue",35,5,3,3,2197,0.21,0.636,1955,42,0.448
"active",44,4,"associates","single","self_employed",36748,"gold",36,2,3,3,13067,0.149,0.85,15172,118,1.034
"closed_account",46,2,"associates","married","part_time",78068,"blue",32,6,2,3,3254,0,0.733,967,24,1.182
"closed_account",41,3,"associates","married","part_time",90817,"blue",22,3,3,4,20543,0,0.547,1874,42,0.615
"closed_account",46,4,"masters","single","full_time",53685,"gold",36,5,3,4,5913,0.279,0.79,2404,39,0.56
"active",51,2,"associates","married","full_time",92647,"blue",39,4,3,2,9773,0.204,0.782,3578,71,0.775
"active",33,1,"masters","married","self_employed",35010,"gold",15,6,2,0,1741,0.763,0.69,2629,61,0.649
"closed_account",49,3,"masters","single","part_time",32775,"blue",38,1,2,4,11025,0,0.501,1902,28,0.273
"active",46,2,"masters","married","full_time",73163,"silver",36,3,2,2,5746,0.274,0.937,3446,56,1
"closed_account",54,3,"doctorate","single","full_time",34232,"gold",36,3,3,4,1430,0,0.499,1598,40,0.29
"active",38,2,"masters","married","part_time",41606,"blue",36,4,3,4,9515,0,0.79,4642,61,0.605
"closed_account",35,0,"masters","married","full_time",33496,"blue",36,4,3,4,2089,0,0.871,2707,51,0.5
"active",46,4,"associates","married","part_time",95803,"blue",37,3,2,3,15535,0.084,0.461,3718,66,0.61
"active",47,3,"bachelors","single","self_employed",98487,"silver",38,5,3,3,8185,0.19,0.806,4527,83,0.93
"closed_account",39,3,"associates","single","part_time",36330,"gold",36,2,3,2,1817,0,0.583,2216,44,0.833
"active",45,4,"masters","married","full_time",73652,"gold",33,1,5,1,8670,0.223,0.933,13767,96,0.655
"active",47,4,"associates","married","full_time",67010,"blue",42,4,1,2,5715,0.212,0.858,3685,63,0.658
"active",55,2,"masters","married","full_time",33449,"silver",46,3,5,3,15987,0,0.82,15853,117,0.56
"active",54,3,"bachelors","single","full_time",37503,"silver",45,5,1,4,3062,0.666,1.057,4037,71,0.821
"closed_account",30,0,"masters","married","full_time",52130,"blue",23,6,2,4,4063,0,0.776,7463,70,0.707
"closed_account",48,3,"associates","married","part_time",154812,"silver",36,5,2,4,34516,0.023,0.763,1312,32,0.6
"closed_account",48,5,"associates","married","full_time",34572,"blue",38,1,3,3,8025,0,0.654,673,18,0.8
"active",56,2,"masters","single","self_employed",36107,"blue",46,4,1,3,1430,0,0.622,4333,84,0.826
"active",30,1,"masters","married","full_time",33584,"blue",36,3,2,2,7087,0.15,0.709,1712,37,0.609
"active",43,3,"associates","single","full_time",75767,"blue",25,5,1,2,10305,0.181,0.722,4018,63,0.8
"active",43,5,"masters","married","full_time",30751,"blue",23,5,3,3,8597,0.105,0.773,5173,78,0.733
"closed_account",44,4,"associates","married","full_time",33249,"blue",38,2,2,3,2616,0.958,0.828,2576,42,0.5
"closed_account",48,3,"associates","married","self_employed",75719,"blue",28,2,2,1,9405,0,1.033,4801,47,0.382
"active",48,3,"masters","divorced","self_employed",72880,"blue",35,5,2,1,6243,0.213,0.8,3502,57,1.036
"active",41,3,"associates","married","self_employed",34416,"gold",36,5,1,2,5869,0,0.713,4191,65,0.857
"closed_account",49,4,"associates","single","full_time",65777,"blue",30,6,3,3,18418,0,0.918,9980,68,0.744
"closed_account",35,3,"bachelors","married","part_time",97650,"silver",27,3,2,3,3575,0.527,0.384,861,15,1.5
"closed_account",46,3,"associates","single","full_time",35951,"silver",35,2,3,3,1706,0,0.726,2320,42,0.448
"closed_account",56,2,"associates","single","full_time",56565,"blue",37,2,2,3,2963,0,0.902,2919,47,0.382
"active",45,2,"bachelors","single","full_time",43449,"blue",31,2,2,1,6530,0.218,0.716,8904,101,0.656
"active",41,3,"masters","single","self_employed",39215,"silver",28,6,1,2,7768,0.215,0.797,1051,22,0.833
"closed_account",30,2,"masters","single","full_time",50705,"blue",36,4,3,3,5281,0,0.535,8395,62,0.722
"closed_account",44,2,"masters","married","part_time",35940,"blue",33,3,2,2,2417,0,0.389,1848,38,0.407
"closed_account",35,3,"doctorate","married","full_time",98446,"blue",30,5,3,4,13590,0.112,0.728,2137,52,0.486
"closed_account",46,3,"doctorate","divorced","part_time",93747,"blue",35,5,3,3,9949,0,0.574,2207,40,0.481
"active",35,1,"masters","single","full_time",49097,"silver",16,3,2,2,2546,0.529,0.877,4145,75,0.596
"closed_account",57,2,"masters","single","full_time",97908,"blue",43,2,3,3,34516,0.054,0.557,7842,61,0.794
"closed_account",48,2,"associates","married","part_time",39658,"blue",41,5,3,2,2964,0.849,0.699,2327,38,0.81
"closed_account",57,3,"masters","married","full_time",33672,"blue",45,1,4,2,1759,0.106,0.756,2705,35,0.522
"closed_account",49,3,"associates","single","part_time",54689,"blue",38,1,2,3,2655,0.86,0.751,2386,49,0.485
"active",46,2,"masters","married","part_time",89557,"blue",39,1,1,2,32587,0.03,1.139,15958,113,0.687
"active",45,2,"associates","single","full_time",34654,"blue",26,4,3,4,1430,0,0.71,3749,77,0.604
"active",42,2,"masters","married","full_time",111786,"gold",31,4,2,3,12386,0.079,0.656,3274,69,0.568
"active",50,2,"masters","married","full_time",142315,"gold",41,1,3,3,4607,0,0.898,4793,88,0.63
"closed_account",41,3,"masters","single","part_time",33028,"blue",33,5,3,3,1764,0,0.552,2105,57,0.839
"closed_account",49,1,"masters","married","part_time",34976,"blue",43,5,3,3,1938,0,0.612,2870,49,0.75
"closed_account",50,1,"bachelors","married","full_time",36406,"blue",37,2,2,3,1461,0,0.563,2176,40,0.379
"active",49,1,"associates","divorced","part_time",53952,"gold",43,3,3,2,3054,0.277,0.731,4460,88,0.692
"active",49,5,"associates","single","full_time",53651,"blue",41,4,2,2,20756,0.082,0.816,1502,31,0.824
"active",60,0,"bachelors","single","full_time",112067,"blue",53,6,3,2,34516,0.04,0.791,3261,64,0.684
"closed_account",41,2,"doctorate","married","part_time",50485,"blue",33,1,3,3,1604,0,0.644,2264,47,0.516
"closed_account",52,1,"associates","married","full_time",103335,"blue",36,2,3,3,1857,0.987,0.723,829,17,0.7
"active",43,3,"masters","divorced","full_time",35653,"silver",30,3,2,1,2905,0.716,0.789,4444,84,0.909
"closed_account",50,4,"associates","married","part_time",42247,"blue",35,6,1,5,12914,0.095,0.392,2082,54,0.459
"active",43,3,"bachelors","married","self_employed",52080,"gold",36,1,3,2,9633,0,0.638,14829,90,0.8
"active",59,0,"associates","married","full_time",65187,"blue",36,6,4,5,4230,0.323,0.63,1480,35,0.458
